,general,specific,class,api_name,corpus,expert
4119,raptor,storage,OrcDataEnvironment,com.facebook.presto.raptor.storage.OrcDataEnvironment,raptor storage OrcDataEnvironment,"Data Structure,0.75"
4120,raptor,RaptorErrorCode,RAPTOR_FILE_SYSTEM_ERROR,com.facebook.presto.raptor.RaptorErrorCode.RAPTOR_FILE_SYSTEM_ERROR,raptor RaptorErrorCode RAPTOR_FILE_SYSTEM_ERROR,"Error Handling,0.64"
4121,raptor,storage,StorageService,com.facebook.presto.raptor.storage.StorageService,raptor storage StorageService,"Big Data,0.57"
4122,raptor,storage,MissingShardComparator,com.facebook.presto.raptor.storage.ShardRecoveryManager.MissingShardComparator,raptor storage MissingShardComparator,"Data Structure,0.55"
4123,raptor,storage,MissingShardRunnable,com.facebook.presto.raptor.storage.ShardRecoveryManager.MissingShardRunnable,raptor storage MissingShardRunnable,"Big Data,0.65"
4124,raptor,storage,OrcTestingUtil,com.facebook.presto.raptor.storage.OrcTestingUtil.createFileWriter,raptor storage OrcTestingUtil,"Test,0.59"
4125,operator,aggregation,AbstractGroupCollectionAggregationState,com.facebook.presto.operator.aggregation.AbstractGroupCollectionAggregationState,operator aggregation AbstractGroupCollectionAggregationState,"Data Structure,0.67"
4126,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isOptimizeDistinctAggregationEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4127,connector,thrift,ThriftQueryRunner,com.facebook.presto.connector.thrift.integration.ThriftQueryRunner.createThriftQueryRunner,connector thrift ThriftQueryRunner,"Multi Thread,0.41"
4128,connector,thrift,ThriftPlugin,com.facebook.presto.connector.thrift.ThriftPlugin,connector thrift ThriftPlugin,"Setup,0.41"
4129,connector,thrift,ThriftIndexedTpchService,com.facebook.presto.connector.thrift.server.ThriftIndexedTpchService,connector thrift ThriftIndexedTpchService,"Data Structure,0.41"
4130,connector,thrift,ThriftTpchService,com.facebook.presto.connector.thrift.server.ThriftTpchService,connector thrift ThriftTpchService,"Network,0.37"
4131,expressions,DynamicFilters,DynamicFilters,com.facebook.presto.expressions.DynamicFilters.getPlaceholder,expressions DynamicFilters DynamicFilters,"Natural Language Processing,0.61"
4132,geospatial,rtree,RtreeTestUtils,com.facebook.presto.geospatial.rtree.RtreeTestUtils.makeRectangles,geospatial rtree RtreeTestUtils,"Test,0.56"
4133,geospatial,rtree,ENVELOPE_SIZE,com.facebook.presto.geospatial.rtree.Flatbush.ENVELOPE_SIZE,geospatial rtree ENVELOPE_SIZE,"Data Structure,0.57"
4134,raptor,storage,OrcTestingUtil,com.facebook.presto.raptor.storage.OrcTestingUtil.fileOrcDataSource,raptor storage OrcTestingUtil,"Test,0.59"
4135,raptor,filesystem,LocalOrcDataEnvironment,com.facebook.presto.raptor.filesystem.LocalOrcDataEnvironment.tryGetLocalFileSystem,raptor filesystem LocalOrcDataEnvironment,"Data Structure,0.72"
4136,raptor,filesystem,FileSystemUtil,com.facebook.presto.raptor.filesystem.FileSystemUtil.copy,raptor filesystem FileSystemUtil,"Parser,0.48"
4137,raptor,filesystem,DEFAULT_RAPTOR_CONTEXT,com.facebook.presto.raptor.filesystem.FileSystemUtil.DEFAULT_RAPTOR_CONTEXT,raptor filesystem DEFAULT_RAPTOR_CONTEXT,"Setup,0.49"
4138,raptor,filesystem,FileSystemUtil,com.facebook.presto.raptor.filesystem.FileSystemUtil.getInitialConfiguration,raptor filesystem FileSystemUtil,"Parser,0.48"
4139,spi,StandardErrorCode,UNSUPPORTED_SUBQUERY,com.facebook.presto.spi.StandardErrorCode.UNSUPPORTED_SUBQUERY,spi StandardErrorCode UNSUPPORTED_SUBQUERY,"Error Handling,0.52"
4140,tests,StructuralTestUtil,StructuralTestUtil,com.facebook.presto.tests.StructuralTestUtil.arrayBlocksEqual,tests StructuralTestUtil StructuralTestUtil,"Test,0.84"
4141,tests,StructuralTestUtil,StructuralTestUtil,com.facebook.presto.tests.StructuralTestUtil.mapBlocksEqual,tests StructuralTestUtil StructuralTestUtil,"Test,0.84"
4142,operator,aggregation,KEY_CHANNEL,com.facebook.presto.operator.aggregation.multimapagg.GroupedMultimapAggregationState.KEY_CHANNEL,operator aggregation KEY_CHANNEL,"Network,0.64"
4143,operator,aggregation,VALUE_CHANNEL,com.facebook.presto.operator.aggregation.multimapagg.GroupedMultimapAggregationState.VALUE_CHANNEL,operator aggregation VALUE_CHANNEL,"Data Structure,0.63"
4144,oOpen 2,oOpen 2,oOpen 2,oOpen 2. Move these tests to the code opening a bibtex fil,oOpen 2 oOpen 2 oOpen 2,"Multi Thread,0.21"
4145,r exists only to enable `--importToOpen someEntry,r exists only to enable `--importToOpen someEntry,r exists only to enable `--importToOpen someEntry,r exists only to enable `--importToOpen someEntry.bib`\n,r exists only to enable `--importToOpen someEntry r exists only to enable `--importToOpen someEntry r exists only to enable `--importToOpen someEntry,"Software Development and IT Operations,0.67"
4146,cache,cache,FileReadRequest,com.facebook.presto.cache.FileReadRequest,cache cache FileReadRequest,"Database,0.59"
4147,cache,cache,CacheResult,com.facebook.presto.cache.CacheResult,cache cache CacheResult,"Data Structure,0.53"
4148,cache,cache,CachingFileSystem,com.facebook.presto.cache.CachingFileSystem,cache cache CachingFileSystem,"User Interface,0.52"
4149,cache,CacheType,ALLUXIO,com.facebook.presto.cache.CacheType.ALLUXIO,cache CacheType ALLUXIO,"User Interface,0.5"
4150,plugin,jdbc,JdbcTranslationUtil,com.facebook.presto.plugin.jdbc.optimization.function.JdbcTranslationUtil.forwardBindVariables,plugin jdbc JdbcTranslationUtil,"Parser,0.5"
4151,plugin,jdbc,JdbcTranslationUtil,com.facebook.presto.plugin.jdbc.optimization.function.JdbcTranslationUtil.infixOperation,plugin jdbc JdbcTranslationUtil,"Parser,0.5"
4152,raptor,raptor,RaptorColumnHandle,com.facebook.presto.raptor.RaptorColumnHandle,raptor raptor RaptorColumnHandle,"Setup,0.35"
4153,raptor,util,UuidArgumentFactory,com.facebook.presto.raptor.util.UuidUtil.UuidArgumentFactory,raptor util UuidArgumentFactory,"Big Data,0.44"
4154,raptor,util,UuidMapperFactory,com.facebook.presto.raptor.util.UuidUtil.UuidMapperFactory,raptor util UuidMapperFactory,"Setup,0.43"
4155,raptor,storage,BucketAssignment,com.facebook.presto.raptor.storage.BucketBalancer.BucketAssignment,raptor storage BucketAssignment,"Big Data,0.55"
4156,raptor,storage,ClusterState,com.facebook.presto.raptor.storage.BucketBalancer.ClusterState,raptor storage ClusterState,"Data Structure,0.61"
4157,raptor,raptor,NodeSupplier,com.facebook.presto.raptor.NodeSupplier,raptor raptor NodeSupplier,"Setup,0.38"
4158,raptor,storage,ShardOrganizerDao,com.facebook.presto.raptor.storage.organization.ShardOrganizerDao,raptor storage ShardOrganizerDao,"Utility,0.39"
4159,raptor,util,DaoSupplier,com.facebook.presto.raptor.util.DaoSupplier,raptor util DaoSupplier,"Utility,0.34"
4160,raptor,metadata,Distribution,com.facebook.presto.raptor.metadata.Distribution.serializeColumnTypes,raptor metadata Distribution,"Data Structure,0.62"
4161,raptor,RaptorErrorCode,RAPTOR_EXTERNAL_BATCH_ALREADY_EXISTS,com.facebook.presto.raptor.RaptorErrorCode.RAPTOR_EXTERNAL_BATCH_ALREADY_EXISTS,raptor RaptorErrorCode RAPTOR_EXTERNAL_BATCH_ALREADY_EXISTS,"Software Development and IT Operations,0.54"
4162,raptor,storage,ColumnIndexStatsUtils,com.facebook.presto.raptor.storage.ColumnIndexStatsUtils.jdbcType,raptor storage ColumnIndexStatsUtils,"Data Structure,0.6"
4163,raptor,storage,MAX_BINARY_INDEX_SIZE,com.facebook.presto.raptor.storage.ShardStats.MAX_BINARY_INDEX_SIZE,raptor storage MAX_BINARY_INDEX_SIZE,"Big Data,0.65"
4164,raptor,util,ArrayUtil,com.facebook.presto.raptor.util.ArrayUtil.intArrayFromBytes,raptor util ArrayUtil,"Parser,0.42"
4165,raptor,util,ArrayUtil,com.facebook.presto.raptor.util.ArrayUtil.intArrayToBytes,raptor util ArrayUtil,"Parser,0.42"
4166,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.bindOptionalInt,raptor util DatabaseUtil,"Database,0.57"
4167,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.isSyntaxOrAccessError,raptor util DatabaseUtil,"Database,0.57"
4168,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.isTransactionCacheFullError,raptor util DatabaseUtil,"Database,0.57"
4169,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.metadataError,raptor util DatabaseUtil,"Database,0.57"
4170,raptor,util,UuidUtil,com.facebook.presto.raptor.util.UuidUtil.uuidFromBytes,raptor util UuidUtil,"Setup,0.37"
4171,raptor,util,UuidUtil,com.facebook.presto.raptor.util.UuidUtil.uuidToBytes,raptor util UuidUtil,"Setup,0.37"
4172,tests,tests,AbstractTestIndexedQueries,com.facebook.presto.tests.AbstractTestIndexedQueries,tests tests AbstractTestIndexedQueries,"Test,0.8"
4173,operator,aggregation,KeyValuePairs,com.facebook.presto.operator.aggregation.KeyValuePairs,operator aggregation KeyValuePairs,"Data Structure,0.67"
4174,operator,aggregation,StatisticalDigest,com.facebook.presto.operator.aggregation.StatisticalDigest,operator aggregation StatisticalDigest,"Data Structure,0.65"
4175,operator,aggregation,ApproximateMostFrequentHistogram,com.facebook.presto.operator.aggregation.approxmostfrequent.ApproximateMostFrequentHistogram,operator aggregation ApproximateMostFrequentHistogram,"Data Structure,0.63"
4176,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isRemoteFunctionsEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4177,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.getAggregationPartitioningMergingStrategy,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4178,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.getPartialMergePushdownStrategy,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4179,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isColocatedJoinEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4180,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isDistributedIndexJoinEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4181,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isExactPartitioningPreferred,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4182,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isPreferDistributedUnion,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4183,api,client,Base64,com.google.api.client.util.Base64,api client Base64,"User Interface,0.64"
4184,cache,TestingCacheUtils,TestingCacheUtils,com.facebook.presto.cache.TestingCacheUtils.stressTest,cache TestingCacheUtils TestingCacheUtils,"User Interface,0.53"
4185,cache,TestingCacheUtils,TestingCacheUtils,com.facebook.presto.cache.TestingCacheUtils.validateBuffer,cache TestingCacheUtils TestingCacheUtils,"User Interface,0.53"
4186,esult,esult,esult,esult.parserResult,esult esult esult,"Multi Thread,0.24"
4187,plugin,bigquery,BIGQUERY_FAILED_TO_EXECUTE_QUERY,com.facebook.presto.plugin.bigquery.BigQueryErrorCode.BIGQUERY_FAILED_TO_EXECUTE_QUERY,plugin bigquery BIGQUERY_FAILED_TO_EXECUTE_QUERY,"Error Handling,0.65"
4188,raptor,metadata,TableMapper,com.facebook.presto.raptor.metadata.Table.TableMapper,raptor metadata TableMapper,"Database,0.57"
4189,raptor,metadata,DatabaseShardManager,com.facebook.presto.raptor.metadata.DatabaseShardManager.shardIndexTable,raptor metadata DatabaseShardManager,"Application Performance Manager,0.64"
4190,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.enableStreamingResults,raptor util DatabaseUtil,"Database,0.57"
4191,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.getOptionalInt,raptor util DatabaseUtil,"Database,0.57"
4192,raptor,util,DatabaseUtil,com.facebook.presto.raptor.util.DatabaseUtil.getOptionalLong,raptor util DatabaseUtil,"Database,0.57"
4193,raptor,backup,BackupStore,com.facebook.presto.raptor.backup.BackupStore,raptor backup BackupStore,"Setup,0.54"
4194,raptor,filesystem,RaptorHdfsConfig,com.facebook.presto.raptor.filesystem.RaptorHdfsConfig,raptor filesystem RaptorHdfsConfig,"Setup,0.49"
4195,raptor,metadata,CLEANABLE_SHARDS_BATCH_SIZE,com.facebook.presto.raptor.metadata.ShardDao.CLEANABLE_SHARDS_BATCH_SIZE,raptor metadata CLEANABLE_SHARDS_BATCH_SIZE,"Big Data,0.63"
4196,raptor,metadata,CLEANUP_TRANSACTIONS_BATCH_SIZE,com.facebook.presto.raptor.metadata.ShardDao.CLEANUP_TRANSACTIONS_BATCH_SIZE,raptor metadata CLEANUP_TRANSACTIONS_BATCH_SIZE,"Data Structure,0.64"
4197,operator,aggregation,MapUnionSumResult,com.facebook.presto.operator.aggregation.MapUnionSumResult,operator aggregation MapUnionSumResult,"Data Structure,0.65"
4198,operator,aggregation,Adder,com.facebook.presto.operator.aggregation.Adder,operator aggregation Adder,"User Interface,0.46"
4199,operator,aggregation,TypedHeap,com.facebook.presto.operator.aggregation.TypedHeap,operator aggregation TypedHeap,"Data Structure,0.58"
4200,r has thrown an IOException,r has thrown an IOException,r has thrown an IOException,r has thrown an IOException. We store the exception,r has thrown an IOException r has thrown an IOException r has thrown an IOException,"Software Development and IT Operations,0.56"
4201,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isPrestoSparkAssignBucketToPartitionForPartitionedTableWriteEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4202,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isUseStreamingExchangeForMarkDistinctEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4203,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.preferStreamingOperators,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4204,api,gax,FixedHeaderProvider,com.google.api.gax.rpc.FixedHeaderProvider,api gax FixedHeaderProvider,"Error Handling,0.52"
4205,api,gax,HeaderProvider,com.google.api.gax.rpc.HeaderProvider,api gax HeaderProvider,"Parser,0.45"
4206,plugin,bigquery,BIGQUERY_QUERY_FAILED_UNKNOWN,com.facebook.presto.plugin.bigquery.BigQueryErrorCode.BIGQUERY_QUERY_FAILED_UNKNOWN,plugin bigquery BIGQUERY_QUERY_FAILED_UNKNOWN,"Error Handling,0.66"
4207,raptor,RaptorErrorCode,RAPTOR_NOT_ENOUGH_NODES,com.facebook.presto.raptor.RaptorErrorCode.RAPTOR_NOT_ENOUGH_NODES,raptor RaptorErrorCode RAPTOR_NOT_ENOUGH_NODES,"Big Data,0.48"
4208,raptor,RaptorErrorCode,RAPTOR_REASSIGNMENT_DELAY,com.facebook.presto.raptor.RaptorErrorCode.RAPTOR_REASSIGNMENT_DELAY,raptor RaptorErrorCode RAPTOR_REASSIGNMENT_DELAY,"Error Handling,0.28"
4209,raptor,RaptorErrorCode,RAPTOR_REASSIGNMENT_THROTTLE,com.facebook.presto.raptor.RaptorErrorCode.RAPTOR_REASSIGNMENT_THROTTLE,raptor RaptorErrorCode RAPTOR_REASSIGNMENT_THROTTLE,"Setup,0.31"
4210,raptor,raptor,RaptorMetadataFactory,com.facebook.presto.raptor.RaptorMetadataFactory,raptor raptor RaptorMetadataFactory,"Setup,0.34"
4211,raptor,raptor,RaptorTableProperties,com.facebook.presto.raptor.RaptorTableProperties,raptor raptor RaptorTableProperties,"Data Structure,0.35"
4212,spi,plan,PARTIAL,com.facebook.presto.spi.plan.LimitNode.Step.PARTIAL,spi plan PARTIAL,"Data Structure,0.48"
4213,operator,aggregation,SetOfValues,com.facebook.presto.operator.aggregation.SetOfValues,operator aggregation SetOfValues,"Data Structure,0.7"
4214,operator,aggregation,NumericHistogram,com.facebook.presto.operator.aggregation.NumericHistogram,operator aggregation NumericHistogram,"Data Structure,0.6"
4215,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isInlineSqlFunctions,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4216,bytecode,expression,BytecodeExpressions,com.facebook.presto.bytecode.expression.BytecodeExpressions.constantNumber,bytecode expression BytecodeExpressions,"Interpreter,0.56"
4217,bytecode,expression,BytecodeExpressions,com.facebook.presto.bytecode.expression.BytecodeExpressions.defaultValue,bytecode expression BytecodeExpressions,"Interpreter,0.56"
4218,raptor,backup,CONTENT_XXH64,com.facebook.presto.raptor.backup.HttpBackupStore.CONTENT_XXH64,raptor backup CONTENT_XXH64,"Big Data,0.5"
4219,raptor,backup,PRESTO_ENVIRONMENT,com.facebook.presto.raptor.backup.HttpBackupStore.PRESTO_ENVIRONMENT,raptor backup PRESTO_ENVIRONMENT,"Setup,0.55"
4220,raptor,metadata,ShardsAndIndexDeleter,com.facebook.presto.raptor.metadata.ShardsAndIndexDeleter.updatedCount,raptor metadata ShardsAndIndexDeleter,"Data Structure,0.61"
4221,raptor,RaptorQueryRunner,RaptorQueryRunner,com.facebook.presto.raptor.RaptorQueryRunner.createRaptorQueryRunner,raptor RaptorQueryRunner RaptorQueryRunner,"Setup,0.37"
4222,raptor,metadata,DatabaseShardManager,com.facebook.presto.raptor.metadata.DatabaseShardManager.maxColumn,raptor metadata DatabaseShardManager,"Application Performance Manager,0.64"
4223,raptor,metadata,DatabaseShardManager,com.facebook.presto.raptor.metadata.DatabaseShardManager.minColumn,raptor metadata DatabaseShardManager,"Application Performance Manager,0.64"
4224,raptor,metadata,ShardPredicate,com.facebook.presto.raptor.metadata.ShardPredicate.bindValue,raptor metadata ShardPredicate,"Parser,0.54"
4225,raptor,raptor,RaptorPlugin,com.facebook.presto.raptor.RaptorPlugin,raptor raptor RaptorPlugin,"Setup,0.35"
4226,operator,aggregation,SetAggregationStateSerializer,com.facebook.presto.operator.aggregation.arrayagg.SetAggregationStateSerializer,operator aggregation SetAggregationStateSerializer,"Data Structure,0.63"
4227,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.shouldPushAggregationThroughJoin,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4228,connector,thrift,ThriftExceptions,com.facebook.presto.connector.thrift.util.ThriftExceptions.catchingThriftException,connector thrift ThriftExceptions,"Software Development and IT Operations,0.33"
4229,connector,thrift,ForMetadataRefresh,com.facebook.presto.connector.thrift.annotations.ForMetadataRefresh,connector thrift ForMetadataRefresh,"User Interface,0.61"
4230,execution,buffer,OutputBufferMemoryManager,com.facebook.presto.execution.buffer.OutputBufferMemoryManager,execution buffer OutputBufferMemoryManager,"Input and Output,0.74"
4231,execution,TaskStatus,STARTING_VERSION,com.facebook.presto.execution.TaskStatus.STARTING_VERSION,execution TaskStatus STARTING_VERSION,"Software Development and IT Operations,0.64"
4232,r,r,,r.fetcher,r r nan,"Language,0.2"
4233,raptor,RaptorQueryRunner,RaptorQueryRunner,com.facebook.presto.raptor.RaptorQueryRunner.copyTables,raptor RaptorQueryRunner RaptorQueryRunner,"Setup,0.37"
4234,raptor,RaptorQueryRunner,RaptorQueryRunner,com.facebook.presto.raptor.RaptorQueryRunner.createSession,raptor RaptorQueryRunner RaptorQueryRunner,"Setup,0.37"
4235,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isLegacyUnnest,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4236,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isPushdownSubfieldsEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4237,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.getJoinDistributionType,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4238,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.getJoinMaxBroadcastTableSize,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4239,connector,thrift,ExtendedSimpleAddressSelectorBinder,com.facebook.presto.connector.thrift.location.ExtendedSimpleAddressSelectorBinder.extendedSimpleAddressSelector,connector thrift ExtendedSimpleAddressSelectorBinder,"Input and Output,0.6"
4240,connector,thrift,TupleDomainConversion,com.facebook.presto.connector.thrift.util.TupleDomainConversion.tupleDomainToThriftTupleDomain,connector thrift TupleDomainConversion,"Data Structure,0.58"
4241,cost,cost,LocalCostEstimate,com.facebook.presto.cost.LocalCostEstimate,cost cost LocalCostEstimate,"Software Development and IT Operations,0.57"
4242,cost,CostCalculatorWithEstimatedExchanges,CostCalculatorWithEstimatedExchanges,com.facebook.presto.cost.CostCalculatorWithEstimatedExchanges.calculateJoinCostWithoutOutput,cost CostCalculatorWithEstimatedExchanges CostCalculatorWithEstimatedExchanges,"Software Development and IT Operations,0.62"
4243,matching,Pattern,Pattern,com.facebook.presto.matching.Pattern.nonEmpty,matching Pattern Pattern,"Data Structure,0.49"
4244,spi,plan,Builder,com.facebook.presto.spi.plan.Assignments.Builder,spi plan Builder,"Software Development and IT Operations,0.47"
4245,operator,aggregation,SetAggregationState,com.facebook.presto.operator.aggregation.state.SetAggregationState,operator aggregation SetAggregationState,"Data Structure,0.63"
4246,operator,aggregation,SetAggregationStateFactory,com.facebook.presto.operator.aggregation.state.SetAggregationStateFactory,operator aggregation SetAggregationStateFactory,"Data Structure,0.64"
4247,operator,aggregation,AggregationUtils,com.facebook.presto.operator.aggregation.AggregationUtils,operator aggregation AggregationUtils,"Data Structure,0.48"
4248,operator,scalar,SpecializedSignature,com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.SpecializedSignature,operator scalar SpecializedSignature,"Data Structure,0.53"
4249,operator,scalar,OperatorValidator,com.facebook.presto.operator.scalar.annotations.OperatorValidator.validateOperator,operator scalar OperatorValidator,"Parser,0.51"
4250,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isNewOptimizerEnabled,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4251,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.planWithTableNodePartitioning,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4252,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isPushTableWriteThroughUnion,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4253,connector,system,FilterUtil,com.facebook.presto.connector.system.jdbc.FilterUtil.filter,connector system FilterUtil,"User Interface,0.62"
4254,connector,system,ColumnJdbcTable,com.facebook.presto.connector.system.jdbc.ColumnJdbcTable.columnSize,connector system ColumnJdbcTable,"Data Structure,0.57"
4255,spi,function,SqlParameters,com.facebook.presto.spi.function.SqlParameters,spi function SqlParameters,"Data Structure,0.59"
4256,operator,annotations,FunctionsParserHelper,com.facebook.presto.operator.annotations.FunctionsParserHelper.containsLegacyNullable,operator annotations FunctionsParserHelper,"Parser,0.7"
4257,operator,annotations,FunctionsParserHelper,com.facebook.presto.operator.annotations.FunctionsParserHelper.getDeclaredSpecializedTypeParameters,operator annotations FunctionsParserHelper,"Parser,0.7"
4258,operator,annotations,FunctionsParserHelper,com.facebook.presto.operator.annotations.FunctionsParserHelper.parseLongVariableConstraints,operator annotations FunctionsParserHelper,"Parser,0.7"
4259,operator,annotations,ImplementationDependency,com.facebook.presto.operator.annotations.ImplementationDependency.checkTypeParameters,operator annotations ImplementationDependency,"Data Structure,0.61"
4260,operator,scalar,ScalarHeader,com.facebook.presto.operator.scalar.ScalarHeader,operator scalar ScalarHeader,"Input and Output,0.48"
4261,operator,annotations,FunctionsParserHelper,com.facebook.presto.operator.annotations.FunctionsParserHelper.findPublicStaticMethods,operator annotations FunctionsParserHelper,"Parser,0.7"
4262,io,reactivex,processors,io.reactivex.rxjava3.processors.*,io reactivex processors,"User Interface,0.38"
4263,SystemSessionProperties,SystemSessionProperties,AGGREGATION_PARTITIONING_MERGING_STRATEGY,com.facebook.presto.SystemSessionProperties.AGGREGATION_PARTITIONING_MERGING_STRATEGY,SystemSessionProperties SystemSessionProperties AGGREGATION_PARTITIONING_MERGING_STRATEGY,"Data Structure,0.61"
4264,SystemSessionProperties,SystemSessionProperties,PARTITIONING_PRECISION_STRATEGY,com.facebook.presto.SystemSessionProperties.PARTITIONING_PRECISION_STRATEGY,SystemSessionProperties SystemSessionProperties PARTITIONING_PRECISION_STRATEGY,"Software Development and IT Operations,0.59"
4265,SystemSessionProperties,SystemSessionProperties,USE_STREAMING_EXCHANGE_FOR_MARK_DISTINCT,com.facebook.presto.SystemSessionProperties.USE_STREAMING_EXCHANGE_FOR_MARK_DISTINCT,SystemSessionProperties SystemSessionProperties USE_STREAMING_EXCHANGE_FOR_MARK_DISTINCT,"Software Development and IT Operations,0.69"
4266,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isOptimizeTopNRowNumber,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
4267,connector,system,ColumnJdbcTable,com.facebook.presto.connector.system.jdbc.ColumnJdbcTable.jdbcDataType,connector system ColumnJdbcTable,"Data Structure,0.57"
4268,connector,system,ColumnJdbcTable,com.facebook.presto.connector.system.jdbc.ColumnJdbcTable.numPrecRadix,connector system ColumnJdbcTable,"Data Structure,0.57"
4269,connector,system,FilterUtil,com.facebook.presto.connector.system.jdbc.FilterUtil.stringFilter,connector system FilterUtil,"User Interface,0.62"
4270,connector,system,FilterUtil,com.facebook.presto.connector.system.jdbc.FilterUtil.tablePrefix,connector system FilterUtil,"User Interface,0.62"
4271,execution,QueryManagerConfig,ALL,com.facebook.presto.execution.QueryManagerConfig.ExchangeMaterializationStrategy.ALL,execution QueryManagerConfig ALL,"Software Development and IT Operations,0.67"
4272,nt element to a high‐quality teacher‐student relationship,nt element to a high‐quality teacher‐student relationship,nt element to a high‐quality teacher‐student relationship,"nt element to a high‐quality teacher‐student relationship.""",nt element to a high‐quality teacher‐student relationship nt element to a high‐quality teacher‐student relationship nt element to a high‐quality teacher‐student relationship,"Software Development and IT Operations,0.6"
4273,ArgumentMatchers,ArgumentMatchers,ArgumentMatchers,org.mockito.ArgumentMatchers.anyLong,ArgumentMatchers ArgumentMatchers ArgumentMatchers,"Big Data,0.44"
4274,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.getJoinReorderingStrategy,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
